                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2                                     msun                                     rsun                                     lsun 
                              "r23.05.1"                               "gfortran"                                 "12.1.0"                    "x86_64-linux-22.6.1"                                 "CRMATH"                               "20231127"                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                       pp                                      cno                                tri_alpha                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                             co_core_mass                            one_core_mass                             fe_core_mass                   neutron_rich_core_mass                                 log_Teff                                    log_L                                    log_R                                    log_g                        v_div_csound_surf                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                              num_retries                                num_iters 
                                       1                                      570                  1.0000000000000001E-005                 -4.9999999999999991E+000                  5.0000000000000000E+000                  3.3997475914696686E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999980789182730E-001                  2.1233606226145767E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999980789182730E-001                  2.1233606226145767E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.1356345571584168E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.1356345571584168E+001                 -1.1356345571584168E+001                 -3.4431274431879174E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6671537201033373E+000                  2.5704647147728541E+000                  1.4735780780442496E+000                  2.1898814755506524E+000                  0.0000000000000000E+000                  1.1499480640391475E+001                 -2.7467496755953889E+000                  6.1107059507823260E+000                  6.2143817281835267E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861405E-003                  9.3805276451495428E-003                  3.4468833607861548E-003                  9.3805276451495428E-003                  3.5000000000000009E+000                  1.3998510118237455E+000                                        0                                        2 
                                       5                                      574                  7.4416000000000014E-005                 -4.6832750158095005E+000                  5.0000000000000000E+000                  3.3997475914696686E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999980789182774E-001                  2.1301678982752956E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999980789182774E-001                  2.1301678982752956E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.1356345559695521E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.1356345559695521E+001                 -1.1356345559695521E+001                 -3.4431274391518102E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6672221038921067E+000                  2.5707383180021428E+000                  1.4735781120813556E+000                  2.1898814074764403E+000                  0.0000000000000000E+000                  1.1499480644038393E+001                 -2.7467496728286100E+000                  6.1107059516644995E+000                  6.2143817281729186E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861405E-003                  9.3805276451495428E-003                  3.4468833607861553E-003                  9.3805276451495428E-003                  3.5000000000000009E+000                  1.3998510118237455E+000                                        0                                        2 
                                      10                                      574                  2.5958682111999997E-004                 -4.2873687855713758E+000                  5.0000000000000000E+000                  3.3997475914696686E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999980789182774E-001                  2.1294928272181525E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999980789182774E-001                  2.1294928272181525E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.1356345525595515E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.1356345525595515E+001                 -1.1356345525595515E+001                 -3.4431274275758803E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6672161965143975E+000                  2.5707145502149573E+000                  1.4735780429431804E+000                  2.1898815457527911E+000                  0.0000000000000000E+000                  1.1499480654505502E+001                 -2.7467496648852445E+000                  6.1107059541942901E+000                  6.2143817281425162E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861405E-003                  9.3805276451495428E-003                  3.4468833607861548E-003                  9.3805276451495428E-003                  3.5000000000000009E+000                  1.3998510118237455E+000                                        0                                        2 
                                      15                                      574                  7.2035107872931814E-004                 -3.8914625553332525E+000                  5.0000000000000000E+000                  3.3997475914696686E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999980789182774E-001                  2.1281970918512010E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999980789182774E-001                  2.1281970918512010E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.1356345440724741E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.1356345440724741E+001                 -1.1356345440724741E+001                 -3.4431273987643038E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6672116650250848E+000                  2.5706962503523534E+000                  1.4735779559905040E+000                  2.1898817196581435E+000                  0.0000000000000000E+000                  1.1499480680555386E+001                 -2.7467496451169437E+000                  6.1107059604908667E+000                  6.2143817280668390E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861405E-003                  9.3805276451495428E-003                  3.4468833607861548E-003                  9.3805276451495428E-003                  3.5000000000000009E+000                  1.3998510118237455E+000                                        0                                        2 
                                      20                                      574                  1.8668799962237366E-003                 -3.4955563250951283E+000                  5.0000000000000000E+000                  3.3997475914696686E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999980789182774E-001                  2.1263310762262625E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999980789182774E-001                  2.1263310762262625E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.1356345229518123E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.1356345229518123E+001                 -1.1356345229518123E+001                 -3.4431273270645015E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6672079652411691E+000                  2.5706812416704530E+000                  1.4735778512173849E+000                  2.1898819292043821E+000                  0.0000000000000000E+000                  1.1499480745380625E+001                 -2.7467495959241792E+000                  6.1107059761605855E+000                  6.2143817278785007E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861405E-003                  9.3805276451495428E-003                  3.4468833607861548E-003                  9.3805276451495428E-003                  3.5000000000000009E+000                  1.3998510118237455E+000                                        0                                        2 
                                      25                                      574                  4.7198108322034473E-003                 -3.0996500948570040E+000                  5.0000000000000000E+000                  3.3997475914696686E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999980789182774E-001                  2.1246431934902603E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999980789182774E-001                  2.1246431934902603E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.1356344703928180E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.1356344703928180E+001                 -1.1356344703928180E+001                 -3.4431271486389861E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6672060819924508E+000                  2.5706734714926323E+000                  1.4735777326259112E+000                  2.1898821663873291E+000                  0.0000000000000000E+000                  1.1499480906695581E+001                 -2.7467494735113456E+000                  6.1107060151552730E+000                  6.2143817274098134E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861405E-003                  9.3805276451495428E-003                  3.4468833607861548E-003                  9.3805276451495428E-003                  3.5000000000000009E+000                  1.3998510118237455E+000                                        0                                        2 
                                      30                                      574                  1.1818815689988481E-002                 -2.7037438646188803E+000                  5.0000000000000000E+000                  3.3997475914696686E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999980789182774E-001                  2.1237795650670258E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999980789182774E-001                  2.1237795650670258E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.1356343395962124E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.1356343395962124E+001                 -1.1356343395962124E+001                 -3.4431267046156371E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6672053635609321E+000                  2.5706702818413261E+000                  1.4735775746632955E+000                  2.1898824823125609E+000                  0.0000000000000000E+000                  1.1499481308127118E+001                 -2.7467491688917542E+000                  6.1107061121971942E+000                  6.2143817262434076E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861405E-003                  9.3805276451495428E-003                  3.4468833607861548E-003                  9.3805276451495428E-003                  3.5000000000000009E+000                  1.3998510118237455E+000                                        0                                        2 
                                      35                                      574                  2.9483411457712130E-002                 -2.3078376343807561E+000                  5.0000000000000000E+000                  3.3997475914696686E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999980789182774E-001                  2.1235173809465865E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999980789182774E-001                  2.1235173809465865E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.1356340141117483E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.1356340141117483E+001                 -1.1356340141117483E+001                 -3.4431255996750288E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6672051827453962E+000                  2.5706689861400238E+000                  1.4735772884437166E+000                  2.1898830547517187E+000                  0.0000000000000000E+000                  1.1499482307061495E+001                 -2.7467484108737148E+000                  6.1107063536852495E+000                  6.2143817233407683E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861405E-003                  9.3805276451495428E-003                  3.4468833607861548E-003                  9.3805276451495428E-003                  3.5000000000000009E+000                  1.3998510118237455E+000                                        0                                        2 
                                      40                                      574                  7.3438578398454232E-002                 -1.9119314041426323E+000                  5.0000000000000000E+000                  3.3997475914696686E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999980789182774E-001                  2.1234744498237156E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999980789182774E-001                  2.1234744498237156E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.1356332041668132E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.1356332041668132E+001                 -1.1356332041668132E+001                 -3.4431228501144631E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6672052105105286E+000                  2.5706678013790056E+000                  1.4735766405329427E+000                  2.1898843505732661E+000                  0.0000000000000000E+000                  1.1499484792801006E+001                 -2.7467465246393199E+000                  6.1107069546120796E+000                  6.2143817161176884E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861405E-003                  9.3805276451495428E-003                  3.4468833607861548E-003                  9.3805276451495428E-003                  3.5000000000000009E+000                  1.3998510118237455E+000                                        0                                        2 
